0,0.4941418468952179
10,0.4625617265701294
20,0.46986252069473267
30,0.4901932179927826
40,0.5593147277832031
50,0.6117413640022278
60,0.6842570304870605
70,0.748284637928009
80,0.8072896599769592
90,0.8484183549880981
100,0.9108566045761108
110,0.9732046127319336
120,1.0195643901824951
130,1.0807452201843262
140,1.1073261499404907
150,1.1572238206863403
160,1.1770480871200562
170,1.2434613704681396
180,1.2907902002334595
190,1.355150818824768
200,1.387285828590393
210,1.418872594833374
220,1.4352556467056274
230,1.4683141708374023
240,1.5115693807601929
250,1.5060985088348389
260,1.5117405652999878
270,1.530942440032959
280,1.5722912549972534
290,1.5669405460357666
300,1.5958967208862305
310,1.6416126489639282
320,1.665950059890747
330,1.7025707960128784
340,1.6944479942321777
350,1.6945868730545044
360,1.6822819709777832
370,1.6565016508102417
380,1.6264607906341553
390,1.56429922580719
400,1.578148365020752
410,1.576400637626648
420,1.5322251319885254
430,1.4963756799697876
440,1.4954177141189575
450,1.4644219875335693
460,1.411815881729126
470,1.4345098733901978
480,1.3580234050750732
490,1.379555583000183
500,1.4079526662826538
510,1.3343737125396729
520,1.3030905723571777
530,1.246178150177002
540,1.2523113489151
550,1.2259135246276855
560,1.242085337638855
570,1.1383687257766724
580,1.1586371660232544
590,1.0889296531677246
600,1.0454343557357788
610,1.0190160274505615
620,1.0017729997634888
630,1.038172960281372
640,1.029362678527832
650,1.005538821220398
660,0.9231313467025757
670,0.9219533205032349
680,0.8799039721488953
690,0.854489266872406
700,0.8507751226425171
710,0.7949113845825195
720,0.7658569812774658
730,0.7508348822593689
740,0.7616134285926819
750,0.7581630945205688
760,0.7265859842300415
770,0.7156606316566467
780,0.7512099146842957
790,0.7212129831314087
800,0.7343241572380066
810,0.7418210506439209
820,0.7420143485069275
830,0.7397453188896179
840,0.745747983455658
850,0.7477251291275024
860,0.7412917613983154
870,0.7521163821220398
880,0.7424262166023254
890,0.7667511701583862
900,0.7823348045349121
910,0.7792453765869141
920,0.7758982181549072
930,0.7743200063705444
940,0.7739951014518738
950,0.7731737494468689
960,0.7712419033050537
970,0.7717605829238892
980,0.7700002789497375
990,0.7676876187324524
