0,-4.108990669250488,-4.118086338043213,-4.108990669250488
10,-4.211842060089111,-4.2245774269104,-4.2127275466918945
20,-4.290087699890137,-4.301418781280518,-4.28021764755249
30,-4.402101993560791,-4.441425800323486,-4.383749008178711
40,-4.48196268081665,-4.5439252853393555,-4.479237079620361
50,-4.51530122756958,-4.607773780822754,-4.55485200881958
60,-4.559874057769775,-4.694684028625488,-4.6195454597473145
70,-4.59797477722168,-4.744952201843262,-4.669712066650391
80,-4.607780933380127,-4.794532299041748,-4.733564853668213
90,-4.621138095855713,-4.84247350692749,-4.785216331481934
100,-4.634207248687744,-4.880121231079102,-4.838412761688232
110,-4.684352397918701,-4.9219160079956055,-4.903075218200684
120,-4.686411380767822,-4.935771465301514,-4.9419636726379395
130,-4.6939568519592285,-4.965565204620361,-5.035558223724365
140,-4.690467834472656,-4.992217540740967,-5.110200881958008
150,-4.697573184967041,-5.0161519050598145,-5.183079719543457
160,-4.680685997009277,-5.025505542755127,-5.227144718170166
170,-4.70417594909668,-5.0829339027404785,-5.31065034866333
180,-4.6915693283081055,-5.118560314178467,-5.33079719543457
190,-4.6675801277160645,-5.145768165588379,-5.361747741699219
200,-4.666632652282715,-5.161205291748047,-5.356671333312988
210,-4.674356937408447,-5.210810661315918,-5.407483100891113
220,-4.632360935211182,-5.2124104499816895,-5.41575813293457
230,-4.647547245025635,-5.25963020324707,-5.467477321624756
240,-4.647502422332764,-5.314408779144287,-5.506027698516846
250,-4.612780570983887,-5.343693733215332,-5.535220146179199
260,-4.622875213623047,-5.373744487762451,-5.524978160858154
270,-4.642139911651611,-5.446698188781738,-5.539096355438232
280,-4.627522945404053,-5.467763900756836,-5.55971097946167
290,-4.594513416290283,-5.463181495666504,-5.553963661193848
300,-4.580322742462158,-5.487209796905518,-5.541093826293945
310,-4.615696430206299,-5.572728157043457,-5.634819984436035
320,-4.630512237548828,-5.6007585525512695,-5.6295905113220215
330,-4.657868385314941,-5.659704208374023,-5.644654273986816
340,-4.639077663421631,-5.658539295196533,-5.633234977722168
350,-4.659970283508301,-5.702591419219971,-5.6796746253967285
360,-4.639183044433594,-5.6959943771362305,-5.650957107543945
370,-4.590152740478516,-5.702502727508545,-5.637840747833252
380,-4.5378594398498535,-5.6733832359313965,-5.58419942855835
390,-4.473995208740234,-5.588791847229004,-5.510645866394043
400,-4.481205940246582,-5.580111980438232,-5.493350505828857
410,-4.451621055603027,-5.5709967613220215,-5.488400459289551
420,-4.398258209228516,-5.547565460205078,-5.447778224945068
430,-4.386382102966309,-5.566320419311523,-5.453743934631348
440,-4.374922275543213,-5.555819511413574,-5.436181545257568
450,-4.334233283996582,-5.541065216064453,-5.405871868133545
460,-4.324292182922363,-5.5273566246032715,-5.408365726470947
470,-4.3192925453186035,-5.504322052001953,-5.390140533447266
480,-4.258310794830322,-5.458311557769775,-5.336038589477539
490,-4.2821364402771,-5.496324062347412,-5.371973514556885
500,-4.272529602050781,-5.49630880355835,-5.36408805847168
510,-4.227176189422607,-5.459539413452148,-5.300776958465576
520,-4.168837547302246,-5.416224956512451,-5.244108200073242
530,-4.159968376159668,-5.4141154289245605,-5.255695343017578
540,-4.179136276245117,-5.429676532745361,-5.255155563354492
550,-4.165225505828857,-5.392292022705078,-5.2247395515441895
560,-4.1699018478393555,-5.388308525085449,-5.236015319824219
570,-4.081995010375977,-5.277719974517822,-5.127371311187744
580,-4.105794906616211,-5.268184661865234,-5.135565280914307
590,-4.102860927581787,-5.219274997711182,-5.103940010070801
600,-4.070728778839111,-5.15953254699707,-5.057834148406982
610,-4.017535209655762,-5.080809593200684,-4.995271682739258
620,-4.024524688720703,-5.032132148742676,-4.97393798828125
630,-4.037459850311279,-5.041086673736572,-4.99041223526001
640,-4.007533550262451,-4.992082595825195,-4.951174736022949
650,-4.013474941253662,-4.9615983963012695,-4.950908660888672
660,-3.972555160522461,-4.900582313537598,-4.89924955368042
670,-3.970506191253662,-4.871039390563965,-4.866201877593994
680,-3.947938919067383,-4.828617095947266,-4.845491886138916
690,-3.9501824378967285,-4.7245774269104,-4.802239418029785
700,-3.9228291511535645,-4.652602672576904,-4.771193027496338
710,-3.9296398162841797,-4.6196489334106445,-4.755427837371826
720,-3.8968982696533203,-4.56345796585083,-4.713911056518555
730,-3.898794412612915,-4.563361644744873,-4.725081443786621
740,-3.911851644515991,-4.51255464553833,-4.7179484367370605
750,-3.9343268871307373,-4.493291854858398,-4.728555202484131
760,-3.913708448410034,-4.442672252655029,-4.686314105987549
770,-3.8974883556365967,-4.435793876647949,-4.678772926330566
780,-3.9151365756988525,-4.394003868103027,-4.672715187072754
790,-3.9228341579437256,-4.370956897735596,-4.67779016494751
800,-3.927762985229492,-4.345466613769531,-4.667116641998291
810,-3.94081449508667,-4.329275608062744,-4.672262191772461
820,-3.9484212398529053,-4.303240776062012,-4.646732807159424
830,-3.9669086933135986,-4.284367084503174,-4.648017883300781
840,-3.989746570587158,-4.299434185028076,-4.66894006729126
850,-4.015122890472412,-4.301601409912109,-4.6562323570251465
860,-4.011849880218506,-4.289966583251953,-4.661241054534912
870,-4.014162063598633,-4.265631198883057,-4.656862735748291
880,-3.9974770545959473,-4.222979545593262,-4.619685649871826
